province,region,region_lat,region_lng,search_address,address_lat,address_lng
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   57/1",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   57",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   56/1",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   30/2",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   30/1",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   30",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   29/1",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   29",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   35",40.157962,44.461938
ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,40.1434254,44.5336231,"ԵՐԵՎԱՆ,ԷՐԵԲՈՒՆԻ,Սարիթաղ 2 Շարք   34",40.157962,44.461938
